original,cleaned
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",what you doing langport sorry i ll probably be bed by 9pm it sucks being ill at xmas when do you go2sri lanka
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",frnd s not juz word not merely relationship its silent promise which says i will be with you wherevr whenevr forevr gudnyt dear
Huh? 6 also cannot? Then only how many mistakes?,huh NUM also cannot then only how many mistakes
Ha... U jus ate honey ar? So sweet...,ha u jus ate honey ar so sweet
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,i m turning off my phone my moms telling everyone i have cancer my sister won t stop calling it hurts talk can t put up with it see u when u get home love u
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go gym too
Thanks for loving me so. You rock,thanks loving me so you rock
Yeah imma come over cause jay wants to do some drugs,yeah imma come over cause jay wants do some drugs
Ok thanx... Take care then...,ok thanx take care then
Yup. Thk of u oso boring wat.,yup thk u oso boring wat
"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",came look at flat seems ok his 50s away alot wiv work got woman coming at NUM NUM too
Moji just informed me that you saved our lives. Thanks.,moji just informed me that you saved our lives thanks
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won nokia 7250i this what you get when you win our free auction take part send nokia NUM now hg suite342 2lands row w1jhl NUM
Whos this am in class:-),whos this am class
Hey r ü still online? I've finished the formatting...,hey r ü still online i ve finished formatting
Great! So what attracts you to the brothas?,great so what attracts you brothas
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,promotion number NUM ur awarded city break could win £ NUM summer shopping spree every wk txt store NUM skilgme tscs087147403231winawk age16 £ NUM 50perwksub
Stupid.its not possible,stupid its not possible
I cant pick the phone right now. Pls send a message,i cant pick phone right now pls send message
LOL what happens in Vegas stays in vegas,lol what happens vegas stays vegas
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn't make ur b'day 2 hun!",hello hello hi lou sorry it took so long NUM reply i left mobile at friends lancaster just got it bak neway im sorry i couldn t make ur b day NUM hun
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,when did i use soc i use it only at home ü dunno how NUM type it word ar
Dad says hurry the hell up,dad says hurry hell up
Wake me up at  &lt;#&gt;  am morning:),wake me up at lt gt am morning
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",i get out class bsn like lt gt minutes you know where advising
Great! I shoot big loads so get ready!,great i shoot big loads so get ready
I'll meet you in the lobby,i ll meet you lobby
You still coming tonight?,you still coming tonight
What happen dear tell me,what happen dear tell me
"Sir, i am waiting for your call, once free please call me.",sir i am waiting your call once free please call me
No i am not having not any movies in my laptop,no i am not having not any movies my laptop
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,i was about do it when i texted i finished long time ago showered er ything
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ok im not sure what time i finish tomorrow i wanna spend evening with you cos that would be vewy vewy lubly love me xxx
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",hello as per request from lt gt rs NUM has been transfered you
I am in tirupur.  call you da.,i am tirupur call you da
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,you winner you have been specially selected receive £ NUM cash £ NUM award speak live operator claim call 087147123779am 7pm cost 10p
S:)but he had some luck.2 catches put down:),s he had some luck NUM catches put down
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe did ü specify da domain as nusstu ü still sch
Oh...i asked for fun. Haha...take care. ü,oh i asked fun haha take care ü
Shall i get my pouch?,shall i get my pouch
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,hey loverboy i love you i had tell i look at your picture ache feel you between my legs fuck i want you i need you i crave you
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",how my boy no sweet words left me this morning sighs how goes you day my love did you start your studying
Kent vale lor... Ü wait 4 me there ar?,kent vale lor ü wait NUM me there ar
Ok. Very good. Its all about making that money.,ok very good its all about making that money
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),reading gud habit nan bari hudgi yorge pataistha ertini kano
Aight do you still want to get money,aight do you still want get money
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone sub weekly ringtone get 1st week free send subpoly NUM NUM per week stop sms PHONE
Ok.ok ok..then..whats ur todays plan,ok ok ok then whats ur todays plan
ARE YOU IN TOWN? THIS IS V. IMPORTANT,you town this v important
"Sorry pa, i dont knw who ru pa?",sorry pa i dont knw who ru pa
Wat u doing there?,wat u doing there
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,i not meeting ü all rite then i ll go home lor ü dun feel like comin it s ok
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",oh i will get paid most outstanding one commercial i did hasbro august they made us jump through so many hoops get paid still not
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",i am late so call you tomorrow morning take care sweet dreams u me ummifying bye
Networking technical support associate.,networking technical support associate
I'm gonna rip out my uterus.,i m gonna rip out my uterus
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool do you like swimming i have pool jacuzzi at my house
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks your ringtone order reference number x49 your mobile will be charged NUM NUM should your tone not arrive please call customer services PHONE from colour red text colour txtstar
"Yeah why not, is the gang all ready",yeah why not gang all ready
Blank is Blank. But wat is blank? Lol,blank blank wat blank lol
I'm in a movie... Collect car oredi...,i m movie collect car oredi
We left already we at orchard now.,we left already we at orchard now
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",hi there 2nights ur lucky night uve been invited NUM xchat uks wildest chat txt chat NUM now 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
Nothing spl..wat abt u and whr ru?,nothing spl wat abt u whr ru
No chikku nt yet.. Ya i'm free,no chikku nt yet ya i m free
"Aldrine, rakhesh ex RTM here.pls call.urgent.",aldrine rakhesh ex rtm here pls call urgent
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,search NUM happiness NUM d main sources unhappiness accept life way it comes u will find happiness every moment u live
