label,text
spam,urgent we trying contact u todays draw shows that you have won £ NUM prize guaranteed call PHONE from land line claim y87 valid 12hrs only
ham,come mahal bus stop lt decimal gt
ham,don know this week i m going tirunelvai da
ham,me too baby i promise treat you well i bet you will take good care me
ham,its like that hotel dusk game i think you solve puzzles area thing
spam,thanks your ringtone order reference number x29 your mobile will be charged NUM NUM should your tone not arrive please call customer services PHONE
ham,hi my love how goes that day fuck this morning i woke dropped my cell way down stairs it seems alright phews i miss you
ham,well that must be pain catch
ham,sorry da thangam it s my mistake
ham,i need coz i never go before
ham,rose red red blood blood heart heart u u me send tis all ur friends including me u like me u get back NUM u r poor relation NUM u need some NUM support NUM u r frnd NUM many NUM some1 luvs u NUM some1 praying god marry u try it
ham,wife how she knew time murder exactly
spam,six chances win cash from NUM NUM NUM pounds txt csh11 send NUM cost 150p day 6days NUM tsandcs apply reply hl NUM info
spam,ur cash balance currently NUM pounds maximize ur cash now send collect NUM only 150p msg cc PHONE po box NUM NUM tcr w1
ham,i feel like dick because i keep sleeping through your texts facebook messages sup you town
ham,no plm i will come da way
ham,guess he wants alone time we could just show up watch when they do
ham,height recycling read twice people spend time earning money same money spent spending time good morning keep smiling
ham,yup ü not comin
ham,yes princess toledo
ham,aight text me when you re back at mu i ll swing by need somebody get door me
ham,ron say fri leh n he said ding tai feng cant make reservations he said wait lor
ham,good no swimsuit allowed
ham,am okay will soon be over all best
ham,cute thought friendship its not necessary share every secret with ur close frnd watever u shared should be true
ham,ok i ve sent u da latest version da project
ham,good morning my dear have great amp successful day
ham,pls accept me one day am begging you change number
ham,squeeeeeze this christmas hug u lik my frndshp den hug me back u get NUM u r cute NUM u r luvd NUM u r so lucky none people hate u
ham,its ok anybody asks abt me u tel them p
ham,funny fact nobody teaches volcanoes NUM erupt tsunamis NUM arise hurricanes NUM sway aroundn no NUM teaches hw NUM choose wife natural disasters just happens
ham,you gonna ring this weekend wot
ham,also track down any lighters you can find
ham,sorry i can t help you this
ham,babe i need your advice
ham,i‘ll leave around four ok
ham,come medical college at 7pm forward it da
ham,k k its good when you going
ham,i can make lasagna you vodka
ham,hi its kate can u give me ring asap xxx
ham,who were those people were you tour i thought you were doing that sofa thing you sent me your curious sugar
ham,no you told me you were going before you got drunk
ham,he fucking chickened out he messaged me he would be late woould buzz me then i didn t hear word from him
spam,congratulations thanks good friend u have won £ NUM NUM xmas prize NUM claim easy just call PHONE now only 10p per minute bt national rate
ham,i m always looking excuse be city
ham,yup i m still having coffee wif my frens my fren drove she ll give me lift
ham,o shore you takin bus
ham,so u gonna get deus ex
ham,i will send them your email do you mind lt gt times per night
spam,PHONE do you want new nokia 3510i colour phone deliveredtomorrow with NUM free minutes any mobile NUM free texts free camcorder reply call PHONE
ham,tap spile at seven that pub gas st off broad st by canal ok
ham,ok then i come n pick u at engin
ham,which why i never wanted tell you any this which why i m so short with you edge as late
ham,raviyog peripherals bhayandar east
ham,k actually can you guys meet me at sunoco howard it should be right way
spam,you have NUM new voicemail please call PHONE
ham,moon has come color your dreams stars make them musical my sms give you warm peaceful sleep good night
ham,just finished eating got u plate not leftovers this time
ham,thanx lot
ham,hurry home u big butt hang up your last caller u have food done i m starving don t ask what i cooked
ham,lol your right what diet everyday i cheat anyway i m meant be fatty
ham,its great day do have yourself beautiful one
ham,what happened interview
ham,solve d case man was found murdered lt decimal gt lt gt afternoon NUM his wife called police NUM police questioned everyone NUM wife sir i was sleeping when murder took place NUM cook i was cooking NUM gardener i was picking vegetables NUM house maid i went NUM d post office NUM children we went NUM play NUM neighbour we went NUM marriage police arrested d murderer immediately who s it reply with reason u r brilliant
ham,badrith only chennai i will surely pick us no competition him
ham,i tot it s my group mate lucky i havent reply wat time do ü need leave
ham,hey you around i ve got enough half ten i owe you
ham,hey tmr maybe can meet you at yck
ham,alrite sam its nic just checkin that this ur number so it t b
ham,they just making it easy pay back i have lt gt yrs say i can pay back earlier you get
ham,not worry i m sure you ll get it
ham,gas station like block away from my house you ll drive right by it since armenia ends at swann you have take howard
spam,someone u know has asked our dating service NUM contact you cant guess who call PHONE now all will be revealed pobox NUM ls15hb 150p
spam,camera you awarded sipix digital camera call PHONE fromm landline delivery within NUM days
ham,my tuition at NUM hm we go NUM NUM one do you mind
ham,i m not smoking while people use wylie smokes too much justify ruining my shit
ham,dear good morning how you feeling dear
ham,little meds say take once every NUM hours it s only been NUM pain back so i took another hope i don t die
ham,beautiful tomorrow never comes when it comes it s already today hunt beautiful tomorrow don t waste your wonderful today goodmorning
ham,dunno lei ü all decide lor how abt leona oops i tot ben going n i msg him
ham,hi there we have now moved in2 our pub would be great NUM c u u cud come up
spam,todays voda numbers ending NUM selected receive NUM award you hava match please call PHONE quoting claim code NUM standard rates app
spam,this message free welcome new improved sex dogging club unsubscribe from this service reply stop msgs 150p NUM only
ham,honeybee said i m d sweetest d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
ham,just do what ever easier you
spam,rct thnq adrian u text rgds vatian
ham,stop calling everyone saying i might have cancer my throat hurts talk i can t be answering everyones calls i get one more call i m not babysitting monday
ham,it ll be tough i ll do what i have
ham,im gonnamissu so much i would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi not breakin his contract luv yaxx
ham,ee msg na poortiyagi odalebeku hanumanji NUM name NUM hanuman NUM bajarangabali NUM maruti NUM pavanaputra NUM sankatmochan NUM ramaduth NUM mahaveer ee NUM name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde NUM dodda problum nalli siguviri idu matra lt gt true don t neglet
ham,hi darlin i finish at NUM do u NUM NUM pick me up meet me text back this number luv kate xxx
ham,set place me your heart not your mind as mind easily forgets heart will always remember wish you happy valentines day
ham,i m surprised she still can guess right lor
ham,okie ü wan meet at bishan cos me at bishan now i m not driving today
ham,oh ho this first time u use these type words
ham,hi darlin how was work did u get into trouble ijust talked your mum all morning i had really good time last night im goin out soon call me u can
ham,i know you serving i mean what you doing now
ham,huh hyde park not mel ah opps got confused anyway tt s e best choice den we juz have take it
ham,oh gei that happend me tron maybe ill dl it 3d when its out
spam,free message activate your NUM free text messages by replying this message with word free terms conditions visit URL
